UPA,d1,t2_a1,t2_a2,t2_b1,t2_b2,t2_c1,t2_c2,t2_d1,t2_d2,t2_e1,t2_e2,t2_f1,t2_f2,t2_g1,t2_g2,t2_h1,t2_h2,d3,d4,do1,do2,do3,do4,do5,do6,do7,do8,di1,di2,di3,di4,di5,di6,di7,di8,bio_a,bio_b,bio_c,bio_d,bio_e,bio_f,bio_g,bio_h,bio_i,bio_j,bio_k,bio_l,bio_m,bio_n,info2,info3
430,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,, 
431,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
432,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
433,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
434,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
435,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
436,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
437,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
438,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
439,Si,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,Si,Si,No,No,Si,No,Si,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
440,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
441,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
442,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
443,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
444,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ESPOSA
445,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
446,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
447,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
448,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Otro,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
449,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
450,No,,,,,,,,,,,,,,,,,Si,Comercializar la produccion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
451,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Capacitacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ESPOSA
452,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
453,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
454,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,HERMANO
455,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
456,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
457,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
458,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
459,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
460,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ADMINISTRADOR
461,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ADMINISTRADOR
462,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,HIJO
463,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
464,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
465,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HEREDEROS
466,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ADMINISTRADOR
467,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
468,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
469,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
470,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
471,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
472,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
473,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ESPOSA
474,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
475,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
476,Si,No,,No,,No,,No,,No,,No,,No,,Si,Mucho,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
477,No,,,,,,,,,,,,,,,,,Si,Obtener cr_dito,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
478,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,TRABAJADOR
479,No,,,,,,,,,,,,,,,,,Si,Obtener cr_dito,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
480,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
481,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ESPOSA
482,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
483,Si,No,,No,,No,,No,,Si,Poco,Si,Poco,No,,No,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
484,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
485,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
486,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
487,Si,No,,No,,No,,No,,No,,No,,No,,Si,Poco,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,PRIMO
488,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
489,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
490,Si,No,,No,,No,,No,,Si,Nada,No,,No,,No,,Si,Comercializar la produccion,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
491,No,,,,,,,,,,,,,,,,,Si,Comercializar la produccion,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
492,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
493,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
494,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
495,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
496,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,8,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
497,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Comercializar la produccion,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
498,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
499,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
500,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HERMANO
501,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
502,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
503,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
504,Si,No,,No,,No,,No,,No,,No,,No,,Si,Nada,Si,Representacion,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
505,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
506,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
507,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
508,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
509,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
510,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,TRABAJADOR
511,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
512,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
513,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
514,Si,No,,Si,Poco,No,,No,,Si,Poco,Si,Poco,No,,No,,Si,Representacion,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,Si,No,Si,Si,No,Si,No,Si,Si,No,No,, 
515,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
516,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Comercializar la produccion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
517,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
518,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
519,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
520,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PADRE
521,No,,,,,,,,,,,,,,,,,Si,Capacitacion,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
522,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
523,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
524,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
525,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
526,No,,,,,,,,,,,,,,,,,Si,Comercializar la produccion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
527,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
528,No,,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
529,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
530,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
531,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
532,No,,,,,,,,,,,,,,,,,Si,Comercializar la produccion,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
533,No,,,,,,,,,,,,,,,,,No,,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
534,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,EMPLEADO
535,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
536,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
537,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
538,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
539,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
540,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,HIJA
541,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
542,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
543,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
544,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
545,Si,No,,No,,No,,No,,No,,No,,No,,Si,Mucho,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,Si,No,Si,No,No,Si,Si,Si,Si,No,, 
546,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
547,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,HIJA
548,No,,,,,,,,,,,,,,,,,Si,8,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ESPOSA
549,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
550,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
551,Si,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
552,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
553,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJA
554,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
555,No,,,,,,,,,,,,,,,,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
556,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
557,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
558,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
559,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
560,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Obtener cr_dito,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,Si,No,No,Si,Si,No,No,No,, 
561,No,,,,,,,,,,,,,,,,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
562,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Comercializar la produccion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
563,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,Si,Mucho,Si,8,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,Si,No,No,Si,Si,Si,Si,No,, 
564,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
565,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,EMPLEADO REMUDERADO
566,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
567,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
568,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
569,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
570,No,,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
571,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
572,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
