UPA,v1,v2,v3,v4,v5,v6,v7,v8,v9_1_a,v9_1_b,v9_1_c,v9_1_d,v9_1_e,v9_1_f,v9_1_g,v9_2_a,v9_2_b,v9_2_c,v9_2_d,v9_2_e,v9_2_f,v9_2_g,v9_3_a,v9_3_b,v9_3_c,v9_3_d,v9_3_e,v9_3_f,v9_3_g,v9_4_a,v9_4_b,v9_4_c,v9_4_d,v9_4_e,v9_4_f,v9_4_g,v9_5_a,v9_5_b,v9_5_c,v9_5_d,v9_5_e,v9_5_f,v9_5_g,v9_6_a,v9_6_b,v9_6_c,v9_6_d,v9_6_e,v9_6_f,v9_6_g,v9_7_a,v9_7_b,v9_7_c,v9_7_d,v9_7_e,v9_7_f,v9_7_g,v9_8_a,v9_8_b,v9_8_c,v9_8_d,v9_8_e,v9_8_f,v9_8_g,v9_9_a,v9_9_b,v9_9_c,v9_9_d,v9_9_e,v9_9_f,v9_9_g,v9_10_a,v9_10_b,v9_10_c,v9_10_d,v9_10_e,v9_10_f,v9_10_g,v9_11_a,v9_11_b,v9_11_c,v9_11_d,v9_11_e,v9_11_f,v9_11_g,v9_12_a,v9_12_b,v9_12_c,v9_12_d,v9_12_e,v9_12_f,v9_12_g,v9_13_a,v9_13_b,v9_13_c,v9_13_d,v9_13_e,v9_13_f,v9_13_g,v9_14_a,v9_14_b,v9_14_c,v9_14_d,v9_14_e,v9_14_f,v9_14_g,v15,v16,v17,v18,v19,v20,v21,v22,v23,v23_a,v23_b,v23_c,v24,v25,v26,v27,v27_a,v27_repetida,v28,v29,v30_a,v30_b,v30_c,v30_d,v30_e,v31,v32,v33,v34_a,v34_b,v34_c,v34_d,v35,v35_a,v35_b,v36_a,v36_b,v36_c,v37_a,v37_b,v37_c,v38_a,v38_b,v38_c,v39_a,v39_b,v39_c,v40_a,v40_b,v40_c,v41_a,v41_b,v41_c,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53_a,v53_b,v54,v55,ProdCarne,ProdLeche,Total_machos,Total_hembras
442,Si,Carne,5,5,0,0,5,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,Pastoreo,Dentro de la UPA,100,0,0,0,0,Si,Monta Libre,Si,No,No,Si,No,100,Libras,100,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,3,2
443,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
444,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
445,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
446,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
447,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
448,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
449,Si,Leche,8,8,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,Pastoreo,Dentro de la UPA,100,0,0,0,0,No,Monta Controlada,Si,No,No,Si,No,360,Libras,360,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Manual,168,164,0,4,0,123,Consumidor final,0,0,,,,No aplica,,[101-200],3,5
450,Si,Doble proposito,20,20,0,6,14,2,20,2,0,1,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,2,0,0,0,No aplica,No Aplica, , , ,0,4,"1,680.00",Si,4,4,Pastoreo,Dentro de la UPA,100,0,0,0,0,No,Monta Libre,Si,No,No,Si,No,6,Arrobas,150,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Manual,24,0,24,0,0,,No aplica,0,0,,,,No aplica,,[1-100],3,17
451,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
452,Si,Doble proposito,50,50,0,6,44,2,50,1,15,2,1,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,2,2,0,0,No aplica,No Aplica, , , ,"2,200",0,0,No aplica,,No aplica,Pastoreo,Dentro de la UPA,100,0,0,0,0,No,Monta Libre,No,No,No,Si,No,180,Libras,180,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Manual,28,0,0,28,0,,No aplica,0,0,,,,No aplica,,[1-100],18,32
453,Si,Doble proposito,70,70,0,8,62,2,70,2,19,1,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,2,4,10,1,7,Vejez,Otro ËCual?,SAUCO,CAYERON A BARRANCO, ,"5,000",4,"2,000.00",No,,0,Pastoreo,Dentro de la UPA,95,0,0,0,5,No,Monta Libre,Si,No,No,Si,No,6,Arrobas,150,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Manual,56,0,56,0,0,,No aplica,0,0,,,,No aplica,,[1-100],22,48
454,Si,Doble proposito,3,3,0,1,2,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,No aplica,No Aplica, , , ,500,0,0,No aplica,,No aplica,Pastoreo,Dentro de la UPA,100,0,0,0,0,No,Monta Libre,Si,No,No,Si,No,No aplica,,,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,2,1
455,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
456,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
457,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
458,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
459,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
460,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
461,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
462,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
463,Si,Leche,40,40,0,40,0,10,39,5,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,1,10,3,1,Enfermedad,Otro ËCual?,SAUCO, , ,"22,000",8,"7,000.00",Si,8,8,Pastoreo,Dentro de la UPA,100,0,0,0,0,Si,Monta Libre,Si,No,No,Si,No,420,Libras,420,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Si,Vacuna,Si,Manual,350,350,0,0,0,210,Comerciante,0,1,0,380,760,Comerciante,380,[201-500],6,34
464,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
465,Si,Carne,15,15,0,0,15,0,15,0,5,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,Pastoreo,Dentro de la UPA,100,0,0,0,0,No,Monta Libre,Si,No,No,Si,No,No aplica,,,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,7,8
466,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
467,Si,Doble proposito,45,45,0,30,15,12,45,6,4,1,19,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,12,0,0,0,3,No aplica,Robo, , , ,0,5,"5,000.00",No,,0,Pastoreo,Dentro de la UPA,100,0,0,0,0,Si,Monta Libre,Si,No,No,Si,No,No aplica,,,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Manual,420,0,392,28,0,,No aplica,0,0,,,,No aplica,,[201-500],11,34
468,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
469,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
470,Si,Leche,150,150,0,150,0,80,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,70,5,0,0,0,No aplica,No Aplica, , , ,0,30,"20,000.00",Si,30,30,Pastoreo,Dentro de la UPA,50,0,50,0,0,Si,Inseminacion Artificial,No,No,No,Si,No,No aplica,,,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Si,Vacuna,Si,Mecànico,2800,"2,800.00",0,0,0,1960,Consumidor final,0,0,,,,No aplica,,[1001-2800],0,150
471,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
472,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
473,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
474,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No aplica,0,0,,,,No aplica,,0,,
475,Si,Doble proposito,24,22,2,8,16,8,24,4,2,1,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,1,0,0,0,No aplica,No Aplica, , , ,0,0,0,No aplica,,No aplica,Pastoreo,Dentro de la UPA,80,0,0,20,0,No,Monta Libre,Si,No,No,Si,No,6,Arrobas,150,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Manual,245,140,0,105,0,98,Comerciante,0,0,,,,No aplica,,[201-500],7,17
476,Si,Doble proposito,170,170,0,72,98,42,170,35,13,2,37,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,55,6,1,4,0,Enfermedad,No Aplica, , , ,600,58,"43,500.00",No,,0,Pastoreo,Dentro de la UPA,99,0,0,1,0,Si,Monta Libre,Si,No,No,Si,No,150,Kilo,330,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,No,No aplica,No aplica,Si,Si,Medicina,Si,Manual,1750,"1,730.00",0,20,0,1038,Comerciante,0,2,0,660,1320,Comerciante,660,[1001-2800],50,120
