UPA,t1,t2,cultivo_estandar,t3,t4,t5,t6,t7,t8,t8_a,t9,t10,t10_a,t11,t12,t12_a,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t22_a,t23,t24,consideracion_produccion_mala,t25,t25_a,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,libras_cosechada,libras_vendida,sum_otros_destinos,condic_cultivo,categori_condicion_por_cultivo,superficie_total,num_cultivo,tipo_cultivo,cultivo_standar_copia
512,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1031,Campo abierto,Huerto horticola
512,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Mar-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1032,Campo abierto,Huerto horticola
512,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Nov-13,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1033,Campo abierto,Huerto horticola
512,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Jul-13,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1034,Campo abierto,Huerto horticola
513,2,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.5,1035,Campo abierto,Maiz
513,2,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.5,1036,Campo abierto,Maiz
513,2,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.09,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.09,1037,Campo abierto,Frejol
513,2,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.045,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.045,1038,Campo abierto,Tomate rinon
513,2,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.015,1039,Campo abierto,Cebolla Blanca
513,2,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.015,1040,Campo abierto,Pimiento
513,2,APIO,Apio,Apio,Solo,,Certificada,No,0.01,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1041,Campo abierto,Apio
513,2,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.01,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1042,Campo abierto,Rabano
513,2,COL,Col,Col,Solo,,Hibrida Nacional,No,0.009,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.009,1043,Campo abierto,Col
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.006,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.006,1044,Campo abierto,Hiervita
513,2,PEREJIL,Perejil,Perejil,Solo,,Certificada,No,0.005,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.005,1045,Campo abierto,Perejil
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.0025,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.0025,1046,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.0025,Hectareas,1-May-14,0.0025,Hectareas,1-Jul-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,8,HOJA FRESCA,10,1,,,,,consumidor final,Santa Cruz,24,16,1,Solo,Cultivo sucesivo,0,1047,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.0025,Hectareas,1-Feb-14,0.0025,Hectareas,1-Apr-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,8,HOJA FRESCA,10,1,,,,,consumidor final,Santa Cruz,24,16,1,Solo,Cultivo sucesivo,0,1048,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.0025,Hectareas,1-Nov-13,0.0025,Hectareas,1-Jan-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,8,HOJA FRESCA,10,1,,,,,consumidor final,Santa Cruz,24,16,1,Solo,Cultivo sucesivo,0,1049,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.0025,Hectareas,1-Aug-13,0.0025,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,8,HOJA FRESCA,10,1,,,,,consumidor final,Santa Cruz,24,16,1,Solo,Cultivo sucesivo,0,1050,Campo abierto,Hiervita
513,2,PEREJIL,Perejil,Perejil,Solo,,Certificada,No,0.005,Hectareas,1-Mar-14,0.005,Hectareas,1-Jun-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,10,HOJA FRESCA,120,1,,,,,consumidor final,Santa Cruz,30,20,1,Solo,Cultivo sucesivo,0,1051,Campo abierto,Perejil
513,2,PEREJIL,Perejil,Perejil,Solo,,Certificada,No,0.005,Hectareas,1-Nov-13,0.005,Hectareas,1-Feb-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,10,HOJA FRESCA,120,1,,,,,consumidor final,Santa Cruz,30,20,1,Solo,Cultivo sucesivo,0,1052,Campo abierto,Perejil
513,2,PEREJIL,Perejil,Perejil,Solo,,Certificada,No,0.005,Hectareas,1-Jul-13,0.005,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,HOJA FRESCA,buena,0,2,caneca/gaveta,10,HOJA FRESCA,120,1,,,,,consumidor final,Santa Cruz,30,20,1,Solo,Cultivo sucesivo,0,1053,Campo abierto,Perejil
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.006,Hectareas,1-Jun-14,0.006,Hectareas,1-Sep-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,80,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1054,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.006,Hectareas,1-Feb-14,0.006,Hectareas,1-May-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,80,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1055,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.006,Hectareas,1-Oct-13,0.006,Hectareas,1-Jan-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,80,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1056,Campo abierto,Hiervita
513,2,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.006,Hectareas,1-Jun-13,0.006,Hectareas,1-Sep-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,80,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1057,Campo abierto,Hiervita
513,2,COL,Col,Col,Solo,,Hibrida Nacional,No,0.009,Hectareas,1-Mar-14,0.009,Hectareas,1-Jun-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,90,Unidad,REPOLLO,buena,0,80,unidad,3,REPOLLO,200,10,,,,,consumidor final,Santa Cruz,270,240,10,Solo,Cultivo sucesivo,0,1058,Campo abierto,Col
513,2,COL,Col,Col,Solo,,Hibrida Nacional,No,0.009,Hectareas,1-Nov-13,0.009,Hectareas,1-Feb-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,90,Unidad,REPOLLO,buena,0,80,unidad,3,REPOLLO,200,10,,,,,consumidor final,Santa Cruz,270,240,10,Solo,Cultivo sucesivo,0,1059,Campo abierto,Col
513,2,COL,Col,Col,Solo,,Hibrida Nacional,No,0.009,Hectareas,1-Jul-13,0.009,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,90,Unidad,REPOLLO,buena,0,80,unidad,3,REPOLLO,200,10,,,,,consumidor final,Santa Cruz,270,240,10,Solo,Cultivo sucesivo,0,1060,Campo abierto,Col
513,2,APIO,Apio,Apio,Solo,,Certificada,No,0.01,Hectareas,1-Apr-14,0.01,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,20,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1061,Campo abierto,Apio
513,2,APIO,Apio,Apio,Solo,,Certificada,No,0.01,Hectareas,1-Nov-13,0.01,Hectareas,1-Mar-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,20,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1062,Campo abierto,Apio
513,2,APIO,Apio,Apio,Solo,,Certificada,No,0.01,Hectareas,1-Jun-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,4,caneca/gaveta,10,HOJA FRESCA,20,1,,,,,consumidor final,Santa Cruz,50,40,1,Solo,Cultivo sucesivo,0,1063,Campo abierto,Apio
513,2,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.01,Hectareas,1-Mar-14,0.01,Hectareas,1-Jun-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,RAIZ FRESCA,buena,0,2,caneca/gaveta,30,RAIZ FRESCA,45,1,,,,,consumidor final,Santa Cruz,90,60,1,Solo,Cultivo sucesivo,0,1064,Campo abierto,Rabano
513,1,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.01,Hectareas,1-Nov-13,0.01,Hectareas,1-Feb-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,RAIZ FRESCA,buena,0,2,caneca/gaveta,30,RAIZ FRESCA,45,1,,,,,consumidor final,Santa Cruz,90,60,1,Solo,Cultivo sucesivo,0,1065,Campo abierto,Rabano
513,1,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.01,Hectareas,1-Jul-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,RAIZ FRESCA,buena,0,2,caneca/gaveta,30,RAIZ FRESCA,45,1,,,,,consumidor final,Santa Cruz,90,60,1,Solo,Cultivo sucesivo,0,1066,Campo abierto,Rabano
513,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Jun-14,0.015,Hectareas,1-Sep-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,4,Caneca/gaveta,TALLO FRESCO,buena,0,3,caneca/gaveta,30,TALLO FRESCO,40,1,,,,,consumidor final,Santa Cruz,120,90,1,Solo,Cultivo sucesivo,0,1067,Campo abierto,Cebolla Blanca
513,2,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Apr-14,0.015,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,4,Caneca/gaveta,TALLO FRESCO,buena,0,3,caneca/gaveta,30,TALLO FRESCO,40,1,,,,,consumidor final,Santa Cruz,120,90,1,Solo,Cultivo sucesivo,0,1068,Campo abierto,Cebolla Blanca
513,2,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Nov-13,0.015,Hectareas,1-Mar-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,4,Caneca/gaveta,TALLO FRESCO,buena,0,3,caneca/gaveta,30,TALLO FRESCO,40,1,,,,,consumidor final,Santa Cruz,120,90,1,Solo,Cultivo sucesivo,0,1069,Campo abierto,Cebolla Blanca
513,2,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Feb-14,0.015,Hectareas,1-Jul-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,FRUTA FRESCA,buena,0,2,caneca/gaveta,40,FRUTA FRESCA,75,1,,,,,consumidor final,Santa Cruz,120,80,1,Solo,Cultivo sucesivo,0,1070,Campo abierto,Pimiento
513,2,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,No,0.015,Hectareas,1-Aug-13,0.015,Hectareas,1-Jan-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,3,Caneca/gaveta,FRUTA FRESCA,buena,0,2,caneca/gaveta,40,FRUTA FRESCA,75,1,,,,,consumidor final,Santa Cruz,120,80,1,Solo,Cultivo sucesivo,0,1071,Campo abierto,Pimiento
513,2,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.045,Hectareas,1-Mar-14,0.045,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,10,Caneca/gaveta,FRUTA FRESCA,buena,0,9,caneca/gaveta,80,FRUTA FRESCA,576,1,,,,,consumidor final,Santa Cruz,800,720,1,Solo,Cultivo sucesivo,0,1072,Campo abierto,Tomate rinon
513,2,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.045,Hectareas,1-Sep-13,0.045,Hectareas,1-Feb-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,10,Caneca/gaveta,FRUTA FRESCA,buena,0,9,caneca/gaveta,80,FRUTA FRESCA,576,1,,,,,consumidor final,Santa Cruz,800,720,1,Solo,Cultivo sucesivo,0,1073,Campo abierto,Tomate rinon
513,2,ARVEJA,Arveja,Arveja tierna,Solo,,Comun,No,0.09,Hectareas,1-Apr-14,0.09,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,6,Caneca/gaveta,VAINA,buena,0,2,caneca/gaveta,70,GRANO TIERNO,210,4,,,,,consumidor final,Santa Cruz,420,140,4,Solo,Cultivo sucesivo,0,1074,Campo abierto,Arveja
513,2,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.09,Hectareas,1-Nov-13,0.09,Hectareas,1-Mar-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,6,Caneca/gaveta,VAINA,buena,0,2,caneca/gaveta,70,GRANO TIERNO,210,4,,,,,consumidor final,Santa Cruz,420,140,4,Solo,Cultivo sucesivo,0,1075,Campo abierto,Frejol
513,2,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.09,Hectareas,1-Jun-13,0.09,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,6,Caneca/gaveta,VAINA,buena,0,2,caneca/gaveta,70,GRANO TIERNO,210,4,,,,,consumidor final,Santa Cruz,420,140,4,Solo,Cultivo sucesivo,0,1076,Campo abierto,Frejol
513,2,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Mar-14,0.5,Hectareas,1-Jul-14,, ,No,,,, ,No,,Si,Verde,25,Saco,CHOCLO,buena,0,24,Saco,80,CHOCLO,600,1,,,,,consumidor final,Santa Cruz,2000,1920,1,Solo,Cultivo sucesivo,0,1077,Campo abierto,Maiz
513,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Oct-13,0.5,Hectareas,1-Feb-14,, ,No,,,, ,No,,Si,Verde,25,Saco,CHOCLO,buena,0,24,Saco,80,CHOCLO,600,1,,,,,consumidor final,Santa Cruz,2000,1920,1,Solo,Cultivo sucesivo,0,1078,Campo abierto,Maiz
513,2,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-May-13,0.5,Hectareas,1-Sep-13,, ,No,,,, ,No,,Si,Verde,25,Saco,CHOCLO,buena,0,24,Saco,80,CHOCLO,600,1,,,,,consumidor final,Santa Cruz,2000,1920,1,Solo,Cultivo sucesivo,0,1079,Campo abierto,Maiz
518,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Apr-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Barbecho,0,1080,Campo abierto,Huerto horticola
518,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,No,0.01,Hectareas,1-Sep-13,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0,1081,Campo abierto,Huerto horticola
519,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.04,Hectareas,1-Jan-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.04,1082,Campo abierto,Yuca
521,3,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Intenacional,No,0.23,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.23,1083,Campo abierto,Pepino
521,3,SANDIA,Sandia,Sandia,Solo,,Hibrida Intenacional,No,0.23,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.23,1084,Campo abierto,Sandia
522,4,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.3,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.3,1085,Campo abierto,Sandia
522,4,TOMATE RINON,Tomate rinon,Tomate rinon,,Solo,Hibrida Nacional,No,0.07,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.07,1086,Invernadero,Tomate rinon
522,4,TOMATE RINON,Tomate rinon,Tomate rinon,,Solo,Hibrida Nacional,No,0.07,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.07,1087,Invernadero,Tomate rinon
522,4,PEPINO,Pepino,Pepinillo,Solo,,Certificada,No,0.03,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Liquidos,No, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.03,1088,Campo abierto,Pepino
522,4,PIMIENTO,Pimiento,Pimiento,,Solo,Hibrida Nacional,No,0.03,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.03,1089,Invernadero,Pimiento
522,4,PIMIENTO,Pimiento,Pimiento,,Solo,Hibrida Nacional,No,0.02,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.02,1090,Invernadero,Pimiento
522,1,PEPINO,Pepino,Pepinillo,,Solo,Hibrida Nacional,No,0.01,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.01,1091,Invernadero,Pepino
522,3,PEPINO,Pepino,Pepinillo,,Solo,Hibrida Nacional,No,0.01,Hectareas,1-Mar-14,0.01,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,630,Unidad,FRUTA FRESCA,buena,0,630,unidad,1,FRUTA FRESCA,210,,,,,,consumidor final,Santa Cruz,630,630,0,Solo,Cultivo sucesivo,0,1092,Invernadero,Pepino
522,4,PEPINO,Pepino,Pepinillo,,Solo,Hibrida Nacional,No,0.01,Hectareas,1-Feb-14,0.01,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,630,Unidad,FRUTA FRESCA,buena,0,630,unidad,1,FRUTA FRESCA,210,,,,,,consumidor final,Santa Cruz,630,630,0,Solo,Cultivo sucesivo,0,1093,Invernadero,Pepino
522,4,PIMIENTO,Pimiento,Pimiento,,Solo,Hibrida Nacional,No,0.02,Hectareas,1-Jun-14,0.02,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,48,Caneca/gaveta,FRUTA FRESCA,buena,0,48,caneca/gaveta,25,FRUTA FRESCA,1200,,,,,,consumidor final,Santa Cruz,1200,1200,0,Solo,Cultivo sucesivo,0,1094,Invernadero,Pimiento
522,1,PIMIENTO,Pimiento,Pimiento,,Solo,Hibrida Nacional,No,0.03,Hectareas,1-Jul-14,0.03,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,48,Caneca/gaveta,FRUTA FRESCA,buena,0,48,caneca/gaveta,25,FRUTA FRESCA,1200,,,,,,consumidor final,Santa Cruz,1200,1200,0,Solo,Cultivo sucesivo,0,1095,Invernadero,Pimiento
522,4,TOMATE RINON,Tomate rinon,Tomate rinon,,Solo,Hibrida Nacional,No,0.07,Hectareas,1-Jul-14,0.07,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,"7,000.00",Libra,FRUTA FRESCA,buena,0,"6,900.00",libra,1,FRUTA FRESCA,5520,100,,,,,consumidor final,Santa Cruz,7000,6900,100,Solo,Cultivo sucesivo,0,1096,Invernadero,Tomate rinon
522,4,TOMATE RINON,Tomate rinon,Tomate rinon,,Solo,Hibrida Nacional,No,0.07,Hectareas,1-Jun-14,0.07,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Goteo,Si,Verde,"7,000.00",Libra,FRUTA FRESCA,buena,0,"6,900.00",libra,1,FRUTA FRESCA,5520,100,,,,,consumidor final,Santa Cruz,7000,6900,100,Solo,Cultivo sucesivo,0,1097,Invernadero,Tomate rinon
522,4,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.7,Hectareas,1-Jul-14,0.7,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,20,Saco,CHOCLO,buena,0,19,Saco,40,CHOCLO,570,1,,,,,comerciante,Santa Cruz,800,760,1,Solo,Barbecho,0,1098,Campo abierto,Maiz
522,3,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,1,Hectareas,1-Aug-13,1,Hectareas,1-Jan-14,, ,No,,,, ,Si,Manual,Si,Verde,600,Unidad,FRUTA FRESCA,buena,0,550,unidad,7,FRUTA FRESCA,3300,50,,,,,consumidor final,Santa Cruz,4200,3850,50,Solo,Barbecho,0,1099,Campo abierto,Sandia
525,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.1,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.1,1100,Campo abierto,Frejol
